Kind,Item,Model,Field,Was,Corrected To,Note
software,Multiscan / Multiscan 3B,,audio_device_select,Preferences: select the Mac sound input/output,Preferences: select the Mac sound input/output.,Original said 'PTT via a serial port (keyer/interface).' Multiscan 3B does not key PTT itself; it relies on external W7AY helper apps (CocoaPTT / µH Router) selected in its PTT Selection list.
software,Multiscan / Multiscan 3B,,ptt_config,PTT via a serial port (keyer/interface); VOX possible,PTT is not native: install CocoaPTT (serial-port RTS/DTR keying) or µH Router (microHAM microKeyer/digiKeyer/CW Keyer) - both by Kok Chen W7AY - then choose it in the PTT Selection popup; VOX otherwise.,Original said 'PTT via a serial port (keyer/interface).' Multiscan 3B does not key PTT itself; it relies on external W7AY helper apps (CocoaPTT / µH Router) selected in its PTT Selection list.
software,Multiscan / Multiscan 3B,,alc_power_guidance,USB/SSB; TX audio to rated power with ALC low/clean,USB/SSB; TX audio to rated power with ALC low/clean.,Original said 'PTT via a serial port (keyer/interface).' Multiscan 3B does not key PTT itself; it relies on external W7AY helper apps (CocoaPTT / µH Router) selected in its PTT Selection list.
software,SDRangel (SSTV/APT/HamDRM demods),,rig_control_backend,"native SDR hardware control (I/Q, tuning, and TX on capable SDRs); decodes images from the received stream via its demod plugins","Native SDR hardware control (I/Q, tuning, and TX on capable SDRs); decodes from the received stream via demod plugins.","Rig-control fields are correct. But the name's demod list is wrong: SDRangel has an APT demod; it has NO native SSTV or HamDRM image demod (SSTV is an open, unimplemented feature request; the DATV demod does not do SSTV). Only APT of the three named modes is present."
software,SDRangel (SSTV/APT/HamDRM demods),,how_to_set_cat,Device set in the sampling-device dialog; external-rig CAT via the Rig Ctl Server feature (not needed for its own SDR),Device set in the sampling-device dialog; external-rig CAT via the RigCtl Server feature (Hamlib rigctld protocol) - not needed for its own SDR.,"Rig-control fields are correct. But the name's demod list is wrong: SDRangel has an APT demod; it has NO native SSTV or HamDRM image demod (SSTV is an open, unimplemented feature request; the DATV demod does not do SSTV). Only APT of the three named modes is present."
software,SDRangel (SSTV/APT/HamDRM demods),,audio_device_select,"Per-channel audio device in the demod plugin; images are decoded internally (SSTV/APT/HamDRM), no external sound routing required",Per-channel audio device in the demod plugin (Audio management); no external sound routing required for the demod.,"Rig-control fields are correct. But the name's demod list is wrong: SDRangel has an APT demod; it has NO native SSTV or HamDRM image demod (SSTV is an open, unimplemented feature request; the DATV demod does not do SSTV). Only APT of the three named modes is present."
software,SDRangel (SSTV/APT/HamDRM demods),,ptt_config,"For TX-capable SDRs, TX via a mod plugin's start/stop (no external key)","For TX-capable SDRs, TX via a mod plugin's start/stop (no external PTT key).","Rig-control fields are correct. But the name's demod list is wrong: SDRangel has an APT demod; it has NO native SSTV or HamDRM image demod (SSTV is an open, unimplemented feature request; the DATV demod does not do SSTV). Only APT of the three named modes is present."
software,SDRangel (SSTV/APT/HamDRM demods),,alc_power_guidance,On TX set channel/interpolation gain to rated output without clipping the DAC (no analog ALC),On TX set channel/interpolation gain to rated output without clipping the DAC (no analog ALC).,"Rig-control fields are correct. But the name's demod list is wrong: SDRangel has an APT demod; it has NO native SSTV or HamDRM image demod (SSTV is an open, unimplemented feature request; the DATV demod does not do SSTV). Only APT of the three named modes is present."
software,SkySweeper,,rig_control_backend,rig-tuning helpers in the pro version (receiver control for RX frequency); the core is receive/decode,"Decoder core; the Professional version also transmits (CW, RTTY, PSK31/QPSK) plus a signal generator, and can receive/transmit over the internet. Receiver-control helpers can set RX frequency.","Original said 'receive-oriented (no transmit), PTT n/a.' SkySweeper Professional includes CW/RTTY/PSK31/QPSK transmitters keyed via a serial-port control line; only the base version is RX-only."
software,SkySweeper,,how_to_set_cat,In pro builds a receiver-control option can set the RX frequency (rig + serial port); the base version is soundcard-input decode only,Pro builds: a receiver-control option sets RX frequency (rig + serial port). The base version is soundcard-input decode only.,"Original said 'receive-oriented (no transmit), PTT n/a.' SkySweeper Professional includes CW/RTTY/PSK31/QPSK transmitters keyed via a serial-port control line; only the base version is RX-only."
software,SkySweeper,,audio_device_select,Select the sound-card input from the receiver,Select the sound-card input from the receiver (and output for the transmit modes).,"Original said 'receive-oriented (no transmit), PTT n/a.' SkySweeper Professional includes CW/RTTY/PSK31/QPSK transmitters keyed via a serial-port control line; only the base version is RX-only."
software,SkySweeper,,ptt_config,n/a - receive-oriented (no transmit),NOT receive-only: in the Pro version the transmitter is keyed via a serial-port hardware control ('TX ON') signal (RTS/DTR) for the CW/RTTY/PSK31 modes; the base version is RX-only.,"Original said 'receive-oriented (no transmit), PTT n/a.' SkySweeper Professional includes CW/RTTY/PSK31/QPSK transmitters keyed via a serial-port control line; only the base version is RX-only."
software,SkySweeper,,alc_power_guidance,n/a,"For the Pro transmit modes: SSB/USB, keep TX audio clean at rated power with ALC low.","Original said 'receive-oriented (no transmit), PTT n/a.' SkySweeper Professional includes CW/RTTY/PSK31/QPSK transmitters keyed via a serial-port control line; only the base version is RX-only."
software,DigiSkimmer,,rig_control_backend,none (network SDR control) — tunes networked KiwiSDR receivers via kiwirecorder; not a CAT rig,None (network SDR control) - tunes networked KiwiSDR receivers via kiwirecorder; not a CAT rig.,"Original said the config is YAML. It is actually a Python settings file (config.py), not YAML."
software,DigiSkimmer,,how_to_set_cat,No rig CAT — edit the config (YAML) to list KiwiSDR host(s)/port and the bands/frequencies to skim; DigiSkimmer tunes the KiwiSDR directly over the network.,"No rig CAT - edit the Python settings file (config.py, based on the settings.py sample: SETTINGS / STATIONS / SCHEDULES) to list KiwiSDR host(s)/port/password and the bands to skim; DigiSkimmer tunes the KiwiSDR over the network.","Original said the config is YAML. It is actually a Python settings file (config.py), not YAML."
software,DigiSkimmer,,audio_device_select,n/a — pulls audio/IQ from KiwiSDR over the network; no local sound card.,n/a - pulls audio/IQ from KiwiSDR over the network; no local sound card.,"Original said the config is YAML. It is actually a Python settings file (config.py), not YAML."
software,DigiSkimmer,,ptt_config,n/a — receive/skim only.,n/a - receive/skim only.,"Original said the config is YAML. It is actually a Python settings file (config.py), not YAML."
software,DigiSkimmer,,alc_power_guidance,n/a — RX only.,n/a - RX only.,"Original said the config is YAML. It is actually a Python settings file (config.py), not YAML."
software,FT8 Radio (Bunzee),,rig_control_backend,none (audio only) — no CAT; audio to/from the rig via interface or acoustic/VOX,"Built-in CAT rig control over USB (select rig model, e.g. IC-7300 / IC-705) OR 'VOX' audio-only mode — handles RX, TX, QSO logging and CAT itself with no PC/Pi.","Original claimed 'no CAT / VOX only'. FT8 Radio actually provides self-contained CAT rig control — you select the rig model (e.g. IC-7300 for CAT, or 'VOX' for AF/acoustic mode); the app does FT8 RX/TX, QSO logging and CAT with no PC required. Verified via kholia/DigitalRadioReceiverSupport and Google Play."
software,FT8 Radio (Bunzee),,how_to_set_cat,n/a — no rig CAT; set the radio frequency/mode (USB) manually.,"In app settings, pick the radio model: choose your rig (e.g. IC-7300, IC-705) for USB CAT control, or select 'VOX' for audio-only keying. Set callsign/grid/band (callsign & grid in UPPERCASE).","Original claimed 'no CAT / VOX only'. FT8 Radio actually provides self-contained CAT rig control — you select the rig model (e.g. IC-7300 for CAT, or 'VOX' for AF/acoustic mode); the app does FT8 RX/TX, QSO logging and CAT with no PC required. Verified via kholia/DigitalRadioReceiverSupport and Google Play."
software,FT8 Radio (Bunzee),,audio_device_select,Android audio in/out — device mic/speaker or a USB audio interface to the rig.,Android audio via a USB audio interface (or the rig's USB codec) in CAT mode; acoustic/mic keying in VOX mode.,"Original claimed 'no CAT / VOX only'. FT8 Radio actually provides self-contained CAT rig control — you select the rig model (e.g. IC-7300 for CAT, or 'VOX' for AF/acoustic mode); the app does FT8 RX/TX, QSO logging and CAT with no PC required. Verified via kholia/DigitalRadioReceiverSupport and Google Play."
software,FT8 Radio (Bunzee),,ptt_config,VOX (or acoustic keying); no CAT PTT.,PTT via CAT over USB when a CAT rig is selected; VOX when 'VOX' mode is selected.,"Original claimed 'no CAT / VOX only'. FT8 Radio actually provides self-contained CAT rig control — you select the rig model (e.g. IC-7300 for CAT, or 'VOX' for AF/acoustic mode); the app does FT8 RX/TX, QSO logging and CAT with no PC required. Verified via kholia/DigitalRadioReceiverSupport and Google Play."
software,FT8 Radio (Bunzee),,alc_power_guidance,USB/DATA; keep TX audio level low so ALC barely moves.,USB/DATA; keep TX audio low so ALC barely moves.,"Original claimed 'no CAT / VOX only'. FT8 Radio actually provides self-contained CAT rig control — you select the rig model (e.g. IC-7300 for CAT, or 'VOX' for AF/acoustic mode); the app does FT8 RX/TX, QSO logging and CAT with no PC required. Verified via kholia/DigitalRadioReceiverSupport and Google Play."
software,ft8modem,,rig_control_backend,none (audio only; PTT via serial/soundcard) — no full CAT,Command-line sound-card modem; CAT — both T/R (PTT) switching AND frequency control — is provided by the companion `ft8cat` helper driving Hamlib's rigctld. Not 'no CAT'.,"Original said 'no full CAT; only PTT port configured'. The ft8modem package (KK5JY) includes `ft8cat`, which uses Hamlib rigctld for full CAT — T/R switching AND frequency control — plus `ft8report` for PSKReporter. So it does have CAT, not just PTT."
software,ft8modem,,how_to_set_cat,n/a — no rig CAT; set the radio frequency/mode manually. Only the PTT port is configured.,"No GUI. Run Hamlib rigctld for your rig; the `ft8cat` utility connects the modem to the rig's CAT for T/R switching, frequency control and logging decodes. ft8modem is launched with the mode + sound-device number; ft8report uploads spots to PSKReporter.","Original said 'no full CAT; only PTT port configured'. The ft8modem package (KK5JY) includes `ft8cat`, which uses Hamlib rigctld for full CAT — T/R switching AND frequency control — plus `ft8report` for PSKReporter. So it does have CAT, not just PTT."
software,ft8modem,,audio_device_select,Choose sound-card input/output devices for RX/TX audio.,"Command-line — pass the sound-device number to ft8modem (48 kHz device, decimated to 12 kHz for jt9).","Original said 'no full CAT; only PTT port configured'. The ft8modem package (KK5JY) includes `ft8cat`, which uses Hamlib rigctld for full CAT — T/R switching AND frequency control — plus `ft8report` for PSKReporter. So it does have CAT, not just PTT."
software,ft8modem,,ptt_config,"PTT via serial COM RTS/DTR, or VOX.",PTT/T-R via CAT (ft8cat + rigctld); serial RTS/DTR or VOX also possible.,"Original said 'no full CAT; only PTT port configured'. The ft8modem package (KK5JY) includes `ft8cat`, which uses Hamlib rigctld for full CAT — T/R switching AND frequency control — plus `ft8report` for PSKReporter. So it does have CAT, not just PTT."
software,ft8modem,,alc_power_guidance,USB/DATA; keep TX audio level low so ALC barely moves.,USB/DATA; keep TX audio low so ALC barely moves (uses GFSK-like smoothed keying to reduce splatter).,"Original said 'no full CAT; only PTT port configured'. The ft8modem package (KK5JY) includes `ft8cat`, which uses Hamlib rigctld for full CAT — T/R switching AND frequency control — plus `ft8report` for PSKReporter. So it does have CAT, not just PTT."
software,ft8mon,,rig_control_backend,optional (audio/SDR RX) — reads a sound card or an SDR (RTL-SDR/receiver) IQ; no TX/CAT,"RX-only decoder. Input is a sound card (PortAudio) OR a supported SDR — Airspy HF+ Discovery, RFspace SDR-IP/NetSDR/CloudIQ/CloudSDR, or HPSDR/ANAN-7000dle. No transceiver CAT; RTL-SDR is not among the supported devices.","Original listed 'SDR (RTL-SDR/receiver)'. ft8mon's README documents sound card (PortAudio) + Airspy HF+ Discovery, RFspace (SDR-IP/NetSDR/CloudIQ/CloudSDR) and HPSDR/ANAN-7000dle — RTL-SDR is NOT listed. RX-only (no TX/CAT) confirmed."
software,ft8mon,,how_to_set_cat,"n/a — no rig CAT; tune the receiver manually, or pass an SDR device/frequency via command-line options.","n/a — no rig CAT. Tune the receiver manually, or pass the SDR device + frequency on the command line (e.g. `-card airspy ,14.074` or `-card hpsdr 192.168.x.x,14.074`).","Original listed 'SDR (RTL-SDR/receiver)'. ft8mon's README documents sound card (PortAudio) + Airspy HF+ Discovery, RFspace (SDR-IP/NetSDR/CloudIQ/CloudSDR) and HPSDR/ANAN-7000dle — RTL-SDR is NOT listed. RX-only (no TX/CAT) confirmed."
