Manufacturer,Model,Type,Bands,Modes,Era,Notes
Wouxun,KG-UV3D,VHF/UHF handheld,2m/70cm or 2m/1.25m,FM,2011,"Dual-band FM HT, cross-band variants."
Wouxun,KG-UV6D,VHF/UHF handheld,2m/70cm (VHF/VHF option),FM,2012,"Very popular value HT; 5W VHF/4W UHF, dual watch."
Wouxun,KG-UV7D,VHF/UHF handheld,2m/70cm or 6m/2m,FM,2013,"Improved UV6D, cross-band options."
Wouxun,KG-UV899,VHF/UHF handheld,2m/70cm,FM,2010s,Budget dual-band FM HT.
Wouxun,KG-UV8D,VHF/UHF handheld,2m/70cm,FM,2014,"Dual-display, cross-band repeat, upgrade of UV6D."
Wouxun,KG-UV8D Plus,VHF/UHF handheld,2m/70cm,FM,2016,Refined UV8D with improved firmware/battery.
Wouxun,KG-UV8E,VHF/UHF handheld,2m/70cm,FM,2015,Variant of UV8D family.
Wouxun,KG-UV8H,VHF/UHF handheld,2m/70cm,FM,2010s,High-power dual-band HT.
Wouxun,KG-UV8P,VHF handheld,2m/1.25m,FM,2010s,Dual-band incl. 220 MHz.
Wouxun,KG-UV920P,VHF/UHF mobile,2m/70cm (V/V option),FM,2013,"Dual-band cross-band mobile, detachable head."
Wouxun,KG-UV920R,VHF/UHF mobile,2m/70cm,FM,2011,Early Wouxun dual-band mobile.
Wouxun,KG-UV950P,HF/VHF/UHF mobile,10m/6m/2m/70cm TX; 8-band RX,FM,2013,Quad-band FM mobile with wide receive.
Wouxun,KG-UV970P,VHF mobile,6m/2m/1.25m,FM,2019,Tri-band FM mobile.
Wouxun,KG-UV980H,VHF/UHF mobile,4m/2m/70cm,FM,2019,Tri-band FM mobile incl. 4m.
Wouxun,KG-UV980P,HF/VHF/UHF mobile,10m/6m/2m/70cm,FM,2018,50W quad-band FM mobile.
Wouxun,KG-UV9D,VHF/UHF handheld,"7-band RX, 2m/70cm TX",FM,2015,"Wide RX, cross-band repeat."
Wouxun,KG-UV9D Mate,VHF/UHF handheld,2m/70cm TX; wide RX,FM,2018,"Updated UV9D, more RX bands."
Wouxun,KG-UV9D Plus,VHF/UHF handheld,2m/70cm TX; 7-band RX,FM,2016,"Popular multi-band-RX HT, air-band receive, cross-band repeater."
Wouxun,KG-UV9K,VHF/UHF handheld,2m/70cm,FM,2010s,UV9 family variant.
Wouxun,KG-UV9P,VHF/UHF handheld,2m/70cm,FM,2010s,High-power UV9 variant.
Wouxun,KG-UV9T,VHF/UHF handheld,multi-band,FM,2019,Wide-band UV9 variant.
Wouxun,KG-UVD1P,VHF/UHF handheld,2m/70cm (VHF/VHF option),FM,2009,Original Wouxun dual-band HT that launched the brand in the ham market.
Wouxun,KG-UVN1,DMR handheld,2m/70cm,DMR/FM,2015,Wouxun's early dual-band DMR HT.
Wouxun,KG-UVN1 Plus,DMR handheld,2m/70cm,DMR/FM,2016,Updated DMR HT.
Wouxun,KG-XS20H,VHF mobile,2m/1.25m/70cm,FM,2025,Compact tri-band FM mobile.
WRL/Globe,Globe Champion 150,HF transmitter,160-10 m,AM/CW,1948,150W-class transmitter.
WRL/Globe,Globe Champion 175,HF transmitter,160-10 m,AM/CW,1949,Champion series.
WRL/Globe,Globe Champion 300,HF transmitter,160-10 m,AM/CW,1956,~250W AM/350W CW.
WRL/Globe,Globe Champion 300A,HF transmitter,160-10 m,AM/CW,1958,Champion series.
WRL/Globe,Globe Champion 350,HF transmitter,160-10 m,AM/CW,1959,Top Champion.
WRL/Globe,Globe Chief 90,HF transmitter,160-10 m,CW,1956,"Economy CW transmitter, ~90W."
WRL/Globe,Globe Chief 90A,HF transmitter,160-10 m,CW,1958,Chief series.
WRL/Globe,Globe Chief Deluxe,HF transmitter,160-10 m,CW,1959,Bandswitching CW transmitter.
WRL/Globe,Globe Hi-Bander VHF-62,VHF transmitter,6 m & 2 m,AM/CW,1958,Bandswitching VHF transmitter.
WRL/Globe,Globe King 275,HF transmitter,80-6 m,AM/CW,1947,"Early high-power transmitter, ~275W CW."
WRL/Globe,Globe King 400,HF transmitter,HF,AM/CW,1949,~400W transmitter.
WRL/Globe,Globe King 500,HF transmitter,HF,AM/CW,1954,~500W flagship transmitter.
WRL/Globe,Globe King 500A,HF transmitter,HF,AM/CW,1955,King series.
WRL/Globe,Globe King 500B,HF transmitter,HF,AM/CW,1956,King series.
WRL/Globe,Globe King 500C,HF transmitter,HF,AM/CW,1958,"Final King series, ~540W."
WRL/Globe,Globe Mobiline Six,VHF mobile transceiver,6 m,AM,1960,"6-meter mobile AM transceiver, ~20W."
WRL/Globe,Globe Scout 40,HF transmitter,80-10 m,AM/CW,1952,"Popular low-cost transmitter, ~40W AM/50W CW."
WRL/Globe,Globe Scout 40A,HF transmitter,80-10 m,AM/CW,1953,Improved Scout 40.
WRL/Globe,Globe Scout 65,HF transmitter,80-10 m,AM/CW,1954,~65W CW transmitter.
WRL/Globe,Globe Scout 65A,HF transmitter,80-10 m,AM/CW,1955,Scout series.
WRL/Globe,Globe Scout 65B,HF transmitter,80-10 m,AM/CW,1956,Scout series.
WRL/Globe,Globe Scout 680,HF transmitter,80-10 m,AM/CW,1957,Scout series.
WRL/Globe,Globe Scout 680A,HF transmitter,80-10 m,AM/CW,1958,Scout series.
WRL/Globe,Globe Scout Deluxe,HF transmitter,80-10 m,AM/CW,1959,"Top Scout, ~75W AM/90W CW."
WRL/Globe,Globe Sidebander DSB-100,HF transmitter,80-10 m,AM/DSB,1958,Double-sideband/AM transmitter.
WRL/Globe,Globe Trotter,HF transmitter,80-10 m,AM/CW,1946,Early low-power transmitter.
WRL/Globe,WRL Duo-Bander 84,HF transceiver,40 & 80 m,SSB,1968,"Late-1960s 2-band SSB transceiver, 400W PEP."
Xiegu,G106 / G106C,HF transceiver (QRP SDR),TX 80-10m; RX 0.55-30 MHz + FM BC 88-108,SSB/CW/AM(RX)/FM(RX),2021,Entry-level 5W SDR QRP; replacement for the G1M. G106C is the later revision.
Xiegu,G1M,HF transceiver (QRP SDR),HF 4-band (segments 5-30 MHz),SSB/CW,2017,Compact 5W SDR QRP rig; predecessor to G106.
Xiegu,G90,HF transceiver (SDR),HF 0.5-30 MHz,SSB/CW/AM/FM,2019,20W 24-bit SDR with built-in automatic antenna tuner and detachable head; extremely popular portable base/field rig.
Xiegu,G90S,HF transceiver (SDR),HF 0.5-30 MHz,SSB/CW/AM/FM,2020,Later production revision of the G90 with minor hardware/firmware updates; sometimes sold as G90S bundle.
Xiegu,X108,HF transceiver,HF ~1.8-30 MHz,SSB/CW,2014,"First X108, ~20W; superheterodyne. Released Oct 2014."
Xiegu,X108G (Outdoor Version),HF transceiver,HF 1.8-25 / 28-29.8 MHz,SSB/CW/AM/FM,2015,"20W outdoor-oriented upgrade of X108 with built-in antenna analyzer, 2.4k SSB / 500Hz CW filters. Discontinued, replaced by G90."
Xiegu,X1M,HF transceiver (QRP),HF 0.5-30 MHz,SSB/CW,2013,Early compact 5W QRP HF rig; one of the first widely-exported Chinese QRP transceivers.
Xiegu,X1M Pro,HF transceiver (QRP),HF 0.5-30 MHz,SSB/CW,2014,Improved X1M with firmware/UI refinements; ~5W output.
Xiegu,X5105,HF/6m transceiver (QRP),HF 0.5-30 MHz + 6m,SSB/CW/AM/FM/RTTY/PSK,2017,All-mode 5W portable with built-in ATU and internal Li-ion battery; long-running SOTA/POTA favorite.
Xiegu,X6100,HF/6m transceiver (SDR),HF 0.5-30 MHz + 6m,SSB/CW/AM/FM/RTTY/digital,2021,"Self-contained ~10W direct-sampling SDR with color LCD/touch, built-in ATU and battery; Linux-based, community firmware forks exist."
Xiegu,X6200,HF/6m transceiver (SDR),HF 0.5-30 MHz + 6m,SSB/CW/AM/FM/RTTY/digital,2024,"~8W direct-sampling SDR successor to X6100 with improved RX, large touch display, built-in ATU and detachable battery, on-board decoders."
Yaesu,FR-100B,Communications receiver,HF 160-10m + 6m/2m,SSB/CW/AM,1966,Deluxe tube receiver; twin to FL-100B.
Yaesu,FR-101,Communications receiver,HF 160-10m + optional 6m/2m,SSB/CW/AM/FM,1974,Solid-state amateur receiver; twin to FL-101 transmitter.
Yaesu,FR-101D,Communications receiver,HF 160-10m + optional 6m/2m,SSB/CW/AM/FM,1976,FR-101 with digital frequency display.
Yaesu,FR-101S,Communications receiver,HF 160-10m,SSB/CW/AM,1976,Economy version of the FR-101.
Yaesu,FR-50B,Communications receiver,HF 80-10m + 6m,SSB/CW/AM,1966,Tube amateur-band receiver; twin to FL-50B transmitter.
Yaesu,FRDX-400,Communications receiver,HF 80-10m + 6m/2m,SSB/CW/AM,1968,Tube receiver matching the FLDX-400 transmitter.
Yaesu,FRDX-500,Communications receiver,HF 80-10m,SSB/CW/AM,1969,"Tube amateur receiver, part of FTDX-500 station."
Yaesu,FRG-100,Communications receiver,0.05-30 MHz,AM/SSB/CW/FM,1992,"Compact general-coverage HF receiver, 50 memories."
Yaesu,FRG-7,Communications receiver,0.5-30 MHz,AM/SSB/CW,1976,Popular Wadley-loop general-coverage SWL/ham receiver.
Yaesu,FRG-7000,Communications receiver,0.25-30 MHz,AM/SSB/CW,1977,General-coverage receiver with digital display and clock.
Yaesu,FRG-7700,Communications receiver,0.15-30 MHz,AM/SSB/CW/FM,1980,PLL general-coverage receiver; optional memory unit.
Yaesu,FRG-8800,Communications receiver,0.15-30 MHz (+118-174 opt),AM/SSB/CW/FM,1984,General-coverage receiver with LCD; optional VHF converter.
Yaesu,FRG-9600,VHF/UHF receiver,60-905 MHz,AM/FM/SSB,1985,All-mode VHF/UHF scanning communications receiver.
Yaesu,FT-100,HF transceiver,HF 80-10m,SSB/CW/AM,1966,Yaesu's first amateur transceiver; tube/hybrid. (Not the 1998 mobile of the same number.)
Yaesu,FT-1000,HF transceiver,HF 160-10m + gen-cov RX,SSB/CW/AM/FM,1990,Top-tier HF contest/DX base; dual RX.
Yaesu,FT-1000D,HF transceiver,HF 160-10m + gen-cov RX,SSB/CW/AM/FM,1991,Deluxe FT-1000 with second receiver and internal supply.
Yaesu,FT-1000MP,HF transceiver,HF 160-10m + gen-cov RX,SSB/CW/AM/FM/digital,1995,"Flagship HF base with IDBT, DSP, dual RX."
Yaesu,FT-1000MP Mark V,HF transceiver,HF 160-10m + gen-cov RX,SSB/CW/AM/FM/digital,2000,200W flagship HF base; Class-A option.
Yaesu,FT-1000MP Mark V Field,HF transceiver,HF 160-10m + gen-cov RX,SSB/CW/AM/FM/digital,2001,100W compact version of the Mark V.
Yaesu,FT-100D,HF/VHF/UHF mobile,HF 160-10m + 6m/2m/70cm,SSB/CW/AM/FM,2000,Improved FT-100 with better filtering and DSP.
Yaesu,FT-101,HF transceiver,HF 160-10m,SSB/CW/AM,1970,Legendary hybrid HF rig; solid-state except driver/final tubes. Optional 6m/2m.
Yaesu,FT-101B,HF transceiver,HF 160-10m,SSB/CW/AM,1973,Second-generation FT-101.
Yaesu,FT-101E,HF transceiver,HF 160-10m,SSB/CW/AM,1974,Widely produced FT-101 variant.
Yaesu,FT-101EE,HF transceiver,HF 160-10m,SSB/CW/AM,1974,FT-101E without built-in AC supply/speaker options; economy variant.
Yaesu,FT-101EX,HF transceiver,HF 160-10m,SSB/CW,1974,Stripped economy FT-101E.
Yaesu,FT-101F,HF transceiver,HF 160-10m,SSB/CW/AM,1976,Later FT-101 with improved finals (6146B).
Yaesu,FT-101FE,HF transceiver,HF 160-10m,SSB/CW/AM,1976,Economy version of the FT-101F.
Yaesu,FT-101Z,HF transceiver,HF 160-10m,SSB/CW/AM,1979,Restyled solid-state-driver FT-101 series.
Yaesu,FT-101ZD,HF transceiver,HF 160-10m,SSB/CW/AM/FM,1979,FT-101Z with digital display; FM optional.
Yaesu,FT-101ZD Mark III,HF transceiver,HF 160-10m,SSB/CW/AM/FM,1982,Final FT-101ZD revision.
Yaesu,FT-102,HF transceiver,HF 160-10m,SSB/CW/AM/FM,1981,High-performance hybrid HF base with triple 6146 finals.
Yaesu,FT-107M,HF transceiver,HF 80-10m,SSB/CW/AM/FM,1980,Solid-state HF base with optional memory (Memory-Shift).
Yaesu,FT-10R,2m FM handheld,2m,FM,1995,Rugged compact 2m FM HT.
Yaesu,FT-11R,2m FM handheld,2m,FM,1994,Slim 2m FM HT.
Yaesu,FT-1500M,2m FM mobile,2m,FM,2000,Compact rugged 2m FM mobile.
Yaesu,FT-1802M,2m FM mobile,2m,FM,2004,Simple 50W 2m FM mobile.
Yaesu,FT-1900R,2m FM mobile,2m,FM,2008,"55W 2m FM mobile, large display."
Yaesu,FT-1DR,2m/70cm C4FM handheld,2m/70cm,C4FM/FM/APRS,2013,"First System Fusion HT, GPS, dual receive."
Yaesu,FT-1XDR,2m/70cm C4FM handheld,2m/70cm,C4FM/FM/APRS,2014,Updated FT-1D with improved firmware.
Yaesu,FT-200,HF transceiver,HF 80-10m,SSB/CW/AM,1968,Tube hybrid; sold in US as the Tempo One.
Yaesu,FT-2000,HF transceiver,HF 160-10m + 6m,SSB/CW/AM/FM/digital,2006,Mid-upper HF+6m base with DSP and scope.
Yaesu,FT-2000D,HF transceiver,HF 160-10m + 6m,SSB/CW/AM/FM/digital,2006,200W version of the FT-2000 with internal supply.
Yaesu,FT-202R,2m FM handheld,2m,FM,1978,Early crystal/synthesized 2m FM HT.
Yaesu,FT-207R,2m FM handheld,2m,FM,1980,Early synthesized 2m FM HT with thumbwheel.
Yaesu,FT-208R,2m FM handheld,2m,FM,1981,Keypad-programmable 2m FM HT.
Yaesu,FT-209R,2m FM handheld,2m,FM,1984,2m FM HT; FT-209RH high-power variant.
Yaesu,FT-212RH,2m FM mobile,2m,FM,1989,45W 144 MHz FM mobile.
Yaesu,FT-2200,2m FM mobile,2m,FM,1994,Compact 2m FM mobile with detachable panel option.
Yaesu,FT-221,2m all-mode base,2m,SSB/CW/FM,1975,144 MHz all-mode base station.
Yaesu,FT-221R,2m all-mode base,2m,SSB/CW/FM,1976,FT-221 with memory/scan.
Yaesu,FT-225RD,2m all-mode base,2m,SSB/CW/AM/FM,1977,Deluxe 144 MHz all-mode base with digital readout.
Yaesu,FT-227R,2m FM mobile,2m,FM,1977,'Memorizer' synthesized 144 MHz FM mobile.
Yaesu,FT-230R,2m FM mobile,2m,FM,1983,Compact 144 MHz FM mobile.
Yaesu,FT-23R,2m FM handheld,2m,FM,1988,Compact 'brick' 2m FM HT.
Yaesu,FT-2400H,2m FM mobile,2m,FM,1992,Heavy-duty 50W 2m FM mobile.
Yaesu,FT-250,HF transceiver,HF 80-10m,SSB/CW/AM,1971,Tube-hybrid HF transceiver; also sold rebadged by Sommerkamp.
Yaesu,FT-2500M,2m FM mobile,2m,FM,1994,Rugged 50W 144 MHz FM mobile.
Yaesu,FT-250R,2m FM handheld,2m,FM,2009,Rugged loud 2m FM HT.
Yaesu,FT-25R,2m FM handheld,2m,FM,2017,Budget rugged 2m FM HT.
Yaesu,FT-26,2m FM handheld,2m,FM,1992,Compact economy 2m FM HT.
Yaesu,FT-2600M,2m FM mobile,2m,FM,1997,60W 2m FM mobile.
Yaesu,FT-2700RH,2m/70cm FM mobile,2m/70cm,FM,1985,Early dual-band FM mobile with crossband.
Yaesu,FT-270R,2m FM handheld,2m,FM,2008,Submersible (JIS-7) 2m FM HT.
Yaesu,FT-2800M,2m FM mobile,2m,FM,2002,65W rugged 2m FM mobile.
Yaesu,FT-2900R,2m FM mobile,2m,FM,2008,75W high-power 2m FM mobile.
Yaesu,FT-290R,2m all-mode portable,2m,SSB/CW/FM,1981,Battery-portable 144 MHz all-mode classic.
Yaesu,FT-290R II,2m all-mode portable,2m,SSB/CW/FM,1987,Second-generation FT-290R.
Yaesu,FT-2DR,2m/70cm C4FM handheld,2m/70cm,C4FM/FM/APRS,2015,"Fusion HT with color touchscreen, GPS."
Yaesu,FT-3000M,2m FM mobile,2m,FM,1998,70W high-power 2m FM mobile.
Yaesu,FT-301,HF transceiver,HF 80-10m,SSB/CW,1976,"Fully solid-state HF transceiver, analog dial."
Yaesu,FT-301D,HF transceiver,HF 80-10m,SSB/CW,1977,FT-301 with digital frequency display.
Yaesu,FT-301S,HF transceiver,HF 80-10m,SSB/CW,1977,Low-power (~20W) version of the FT-301.
Yaesu,FT-3165R,2m FM mobile,2m,FM,2024,65W single-band 2m FM mobile with Super-DX.
Yaesu,FT-3185R,2m FM mobile,2m,FM,2024,"85W high-power 2m FM mobile, fanless heatsink, Super-DX."
Yaesu,FT-3DR,2m/70cm C4FM handheld,2m/70cm,C4FM/FM/APRS,2019,"Fusion HT, color touch display, Bluetooth."
Yaesu,FT-401,HF transceiver,HF 80-10m,SSB/CW/AM,1971,Popular tube-hybrid HF base station.
Yaesu,FT-401B,HF transceiver,HF 80-10m,SSB/CW/AM,1972,Revised FT-401.
Yaesu,FT-40R,70cm FM handheld,70cm,FM,1995,70cm companion to the FT-10R.
Yaesu,FT-411,2m FM handheld,2m,FM,1989,2m FM HT with DTMF/paging.
Yaesu,FT-411E,2m FM handheld,2m,FM,1990,Extended-RX version of the FT-411.
Yaesu,FT-41R,70cm FM handheld,70cm,FM,1994,70cm companion to the FT-11R.
Yaesu,FT-450,HF transceiver,HF 160-10m + 6m,SSB/CW/AM/FM/digital,2007,Entry-level HF+6m base with DSP.
Yaesu,FT-450AT,HF transceiver,HF 160-10m + 6m,SSB/CW/AM/FM/digital,2007,FT-450 with internal automatic antenna tuner.
Yaesu,FT-450D,HF transceiver,HF 160-10m + 6m,SSB/CW/AM/FM/digital,2011,Updated FT-450 with ATU standard and improved menu.
Yaesu,FT-470,2m/70cm FM handheld,2m/70cm,FM,1989,Dual-band FM HT with full-duplex.
Yaesu,FT-4700RH,2m/70cm FM mobile,2m/70cm,FM,1988,Dual-band full-duplex FM mobile.
Yaesu,FT-480R,2m all-mode mobile,2m,SSB/CW/FM,1980,144 MHz all-mode mobile transceiver.
Yaesu,FT-4VR,2m FM handheld,2m,FM,2018,Compact entry 2m FM HT.
Yaesu,FT-4XR,2m/70cm FM handheld,2m/70cm,FM,2018,Compact entry dual-band FM HT.
Yaesu,FT-501,HF transceiver,HF 80-10m,SSB/CW/AM,1973,Tube-hybrid HF transceiver.
Yaesu,FT-50R,2m/70cm FM handheld,2m/70cm,FM,1995,Compact dual-band FM HT.
Yaesu,FT-5100,2m/70cm FM mobile,2m/70cm,FM,1991,"Compact dual-band FM mobile, detachable head."
Yaesu,FT-51R,2m/70cm FM handheld,2m/70cm,FM,1993,Dual-band HT with spectrum display and voice.
Yaesu,FT-5200,2m/70cm FM mobile,2m/70cm,FM,1992,Dual-band FM mobile.
Yaesu,FT-530,2m/70cm FM handheld,2m/70cm,FM,1992,Full-featured dual-band FM HT.
Yaesu,FT-5DR,2m/70cm C4FM handheld,2m/70cm,C4FM/FM/APRS,2021,"Flagship Fusion HT; dual-band dual receive, Bluetooth."
Yaesu,FT-60R,2m/70cm FM handheld,2m/70cm,FM,2004,"Long-running rugged dual-band FM HT, 1000 memories."
Yaesu,FT-6200,70cm/23cm FM mobile,70cm/23cm,FM,1993,Dual-band UHF FM mobile (430/1200 MHz).
Yaesu,FT-620B,6m all-mode base,6m,SSB/CW/AM,1975,50 MHz all-mode base/desktop transceiver.
Yaesu,FT-625RD,6m all-mode base,6m,SSB/CW/AM/FM,1979,50 MHz all-mode base with digital display.
Yaesu,FT-650,HF/6m all-mode base,10m/12m/6m (24/28/50 MHz),SSB/CW/FM,1990,Three-band high-band all-mode base transceiver.
Yaesu,FT-655,6m all-mode base,6m,SSB/CW/FM,1990,50 MHz all-mode base transceiver.
Yaesu,FT-65R,2m/70cm FM handheld,2m/70cm,FM,2017,Budget dual-band 5W FM HT.
Yaesu,FT-680R,6m all-mode mobile,6m,SSB/CW/FM,1983,Compact 50 MHz all-mode mobile.
Yaesu,FT-690R,6m all-mode portable,6m,SSB/CW/FM,1982,Battery-portable 50 MHz all-mode 'briefcase' rig.
Yaesu,FT-690R II,6m all-mode portable,6m,SSB/CW/FM,1987,Second-generation FT-690R.
Yaesu,FT-7,HF transceiver,HF 80-10m,SSB/CW,1977,Compact solid-state QRP mobile HF rig (~10W).
Yaesu,FT-707,HF transceiver,HF 80-10m,SSB/CW,1980,Compact solid-state HF mobile/base with digital readout.
Yaesu,FT-708R,70cm FM handheld,70cm,FM,1981,"430 MHz FM HT, keypad."
Yaesu,FT-709R,70cm FM handheld,70cm,FM,1984,430 MHz FM HT.
Yaesu,FT-70DR,2m/70cm C4FM handheld,2m/70cm,C4FM/FM,2017,Entry-level System Fusion HT (no GPS).
Yaesu,FT-710,HF/6m transceiver,HF 160-10m + 6m,SSB/CW/AM/FM/digital,2022,"Compact SDR base (FT-710 AESS); built-in ATU, acoustic enhancement."
Yaesu,FT-7100M,2m/70cm FM mobile,2m/70cm,FM,2001,Dual-band FM mobile with detachable head.
Yaesu,FT-712RH,70cm FM mobile,70cm,FM,1989,35W 430 MHz FM mobile.
Yaesu,FT-726R,VHF/UHF all-mode base,6m/2m/70cm (modular),SSB/CW/FM,1981,Modular multiband base with satellite (full-duplex) option.
Yaesu,FT-736R,VHF/UHF all-mode base,6m/2m/1.25m/70cm/23cm (modular),SSB/CW/FM/packet,1987,Plug-in module base station with satellite modes.
Yaesu,FT-73R,70cm FM handheld,70cm,FM,1989,70cm companion to the FT-23R.
Yaesu,FT-747GX,HF transceiver,HF 160-10m + gen-cov RX,SSB/CW/AM/FM,1987,Budget compact HF transceiver.
Yaesu,FT-757GX,HF transceiver,HF 160-10m + gen-cov RX,SSB/CW/AM/FM,1984,"Compact solid-state HF transceiver, general-coverage receive."
Yaesu,FT-757GX II,HF transceiver,HF 160-10m + gen-cov RX,SSB/CW/AM/FM,1987,Improved FT-757 with more memories and better DDS.
Yaesu,FT-76,70cm FM handheld,70cm,FM,1992,70cm companion to the FT-26.
Yaesu,FT-767GX,HF/VHF/UHF transceiver,HF 160-10m + optional 6m/2m/70cm,SSB/CW/AM/FM,1987,HF base with plug-in 6m/2m/70cm modules and built-in ATU.
Yaesu,FT-77,HF transceiver,HF 80-10m,SSB/CW/FM,1982,Compact solid-state HF base/mobile transceiver.
Yaesu,FT-7800R,2m/70cm FM mobile,2m/70cm,FM,2003,Popular dual-band FM mobile.
Yaesu,FT-780R,70cm all-mode mobile,70cm,SSB/CW/FM,1981,430 MHz all-mode mobile.
Yaesu,FT-7900R,2m/70cm FM mobile,2m/70cm,FM,2006,High-power dual-band FM mobile; still cataloged.
Yaesu,FT-790R,70cm all-mode portable,70cm,SSB/CW/FM,1982,Battery-portable 430 MHz all-mode.
Yaesu,FT-790R II,70cm all-mode portable,70cm,SSB/CW/FM,1987,Second-generation FT-790R.
Yaesu,FT-7B,HF transceiver,HF 80-10m,SSB/CW,1978,Improved FT-7 (~50W); sold by Sommerkamp too.
Yaesu,FT-8000R,2m/70cm FM mobile,2m/70cm,FM,1995,Dual-band full-duplex FM mobile.
Yaesu,FT-8100R,2m/70cm FM mobile,2m/70cm,FM,1997,Compact dual-band FM mobile.
Yaesu,FT-811,70cm FM handheld,70cm,FM,1990,430 MHz companion to the FT-411.
Yaesu,FT-817,HF/VHF/UHF QRP transceiver,HF 160-10m + 6m/2m/70cm,SSB/CW/AM/FM,2000,Iconic 5W battery-portable all-mode all-band rig.
Yaesu,FT-817ND,HF/VHF/UHF QRP transceiver,HF 160-10m + 6m/2m/70cm,SSB/CW/AM/FM,2004,FT-817 with 60m band and NiMH battery.
Yaesu,FT-818,HF/VHF/UHF QRP transceiver,HF 160-10m + 6m/2m/70cm,SSB/CW/AM/FM,2017,"Successor to FT-817ND; 6W, TCXO, higher-capacity battery."
Yaesu,FT-818ND,HF/VHF/UHF QRP transceiver,HF 160-10m + 6m/2m/70cm,SSB/CW/AM/FM,2018,Bundled FT-818 variant (charger/battery).
Yaesu,FT-840,HF transceiver,HF 160-10m + gen-cov RX,SSB/CW/AM/FM,1993,Economy HF base transceiver.
Yaesu,FT-847,HF/VHF/UHF transceiver,HF 160-10m + 6m/2m/70cm,SSB/CW/AM/FM/digital,1998,'Earth Station' base; full-duplex satellite operation.
Yaesu,FT-8500,2m/70cm FM mobile,2m/70cm,FM,1996,Dual-band FM mobile with omni-glow display.
Yaesu,FT-857,HF/VHF/UHF mobile,HF 160-10m + 6m/2m/70cm,SSB/CW/AM/FM,2003,Compact all-mode all-band mobile.
Yaesu,FT-857D,HF/VHF/UHF mobile,HF 160-10m + 6m/2m/70cm,SSB/CW/AM/FM,2004,Adds 60m; long-running mobile.
Yaesu,FT-8800R,2m/70cm FM mobile,2m/70cm,FM,2003,"Dual-band full-duplex FM mobile, dual receive."
Yaesu,FT-890,HF transceiver,HF 160-10m + gen-cov RX,SSB/CW/AM/FM,1991,Compact HF base; scaled-down FT-1000 styling.
Yaesu,FT-8900R,Quad-band FM mobile,10m/6m/2m/70cm,FM,2003,Quad-band FM mobile with crossband repeat.
Yaesu,FT-890AT,HF transceiver,HF 160-10m + gen-cov RX,SSB/CW/AM/FM,1991,FT-890 with internal automatic antenna tuner.
Yaesu,FT-891,HF/6m mobile,HF 160-10m + 6m,SSB/CW/AM/FM/digital,2016,Compact 100W HF+6m mobile with detachable head.
Yaesu,FT-897,HF/VHF/UHF transceiver,HF 160-10m + 6m/2m/70cm,SSB/CW/AM/FM,2002,Base/portable all-mode; internal battery option.
Yaesu,FT-897D,HF/VHF/UHF transceiver,HF 160-10m + 6m/2m/70cm,SSB/CW/AM/FM,2004,Adds 60m; final version of the FT-897.
